year,week,State,reported_ILI_cases_per_week
2018,20,California,708
2018,20,Colorado,97
2018,20,Georgia,902
2018,20,Illinois,387
2018,20,New York,131
2018,20,Pennsylvania,407
2018,20,Texas,391
2018,20,Washington,21
2018,21,Arizona,342
2018,21,California,690
2018,21,Colorado,72
2018,21,Georgia,768
2018,21,Illinois,366
2018,21,New York,99
2018,21,Pennsylvania,378
2018,21,Texas,441
2018,21,Washington,11
2018,22,Arizona,325
2018,22,California,581
2018,22,Colorado,78
2018,22,Georgia,768
2018,22,Illinois,323
2018,22,New York,99
2018,22,Pennsylvania,373
2018,22,Texas,334
2018,22,Washington,1
2018,23,Arizona,180
2018,23,California,571
2018,23,Colorado,66
2018,23,Georgia,638
2018,23,Illinois,224
2018,23,New York,2
2018,23,Pennsylvania,379
2018,23,Texas,316
2018,23,Washington,1
2018,24,Arizona,140
2018,24,California,548
2018,24,Colorado,57
2018,24,Georgia,528
2018,24,Illinois,209
2018,24,New York,3
2018,24,Pennsylvania,318
2018,24,Texas,320
2018,24,Washington,13
2018,25,Arizona,288
2018,25,California,526
2018,25,Colorado,46
2018,25,Georgia,516
2018,25,Illinois,269
2018,25,New York,0
2018,25,Pennsylvania,280
2018,25,Texas,250
2018,25,Washington,14
2018,26,Arizona,266
2018,26,California,493
2018,26,Colorado,65
2018,26,Georgia,457
2018,26,Illinois,239
2018,26,New York,1
2018,26,Pennsylvania,261
2018,26,Texas,288
2018,26,Washington,19
2018,27,Arizona,189
2018,27,California,380
2018,27,Colorado,37
2018,27,Georgia,426
2018,27,Illinois,241
2018,27,New York,10
2018,27,Pennsylvania,236
2018,27,Texas,211
2018,27,Washington,12
2018,28,Arizona,238
2018,28,California,398
2018,28,Colorado,53
2018,28,Georgia,446
2018,28,Illinois,264
2018,28,New York,0
2018,28,Pennsylvania,251
2018,28,Texas,256
2018,28,Washington,8
2018,29,Arizona,142
2018,29,California,379
2018,29,Colorado,48
2018,29,Georgia,392
2018,29,Illinois,221
2018,29,New York,0
2018,29,Pennsylvania,157
2018,29,Texas,203
2018,29,Washington,9
2018,30,Arizona,260
2018,30,California,382
2018,30,Colorado,35
2018,30,Georgia,441
2018,30,Illinois,164
2018,30,New York,1
2018,30,Pennsylvania,168
2018,30,Texas,197
2018,30,Washington,11
2018,31,Arizona,166
2018,31,California,374
2018,31,Colorado,40
2018,31,Georgia,390
2018,31,Illinois,177
2018,31,New York,1
2018,31,Pennsylvania,205
2018,31,Texas,209
2018,31,Washington,5
2018,32,Arizona,257
2018,32,California,387
2018,32,Colorado,40
2018,32,Georgia,465
2018,32,Illinois,157
2018,32,New York,0
2018,32,Pennsylvania,175
2018,32,Texas,156
2018,32,Washington,8
2018,33,Arizona,222
2018,33,California,391
2018,33,Colorado,48
2018,33,Georgia,711
2018,33,Illinois,172
2018,33,New York,0
2018,33,Pennsylvania,194
2018,33,Texas,184
2018,33,Washington,5
2018,34,Arizona,375
2018,34,California,335
2018,34,Colorado,75
2018,34,Georgia,810
2018,34,Illinois,188
2018,34,New York,0
2018,34,Pennsylvania,198
2018,34,Texas,270
2018,34,Washington,8
2018,35,Arizona,295
2018,35,California,435
2018,35,Colorado,77
2018,35,Georgia,852
2018,35,Illinois,269
2018,35,New York,0
2018,35,Pennsylvania,238
2018,35,Texas,244
2018,35,Washington,7
2018,36,Arizona,316
2018,36,California,515
2018,36,Colorado,99
2018,36,Georgia,896
2018,36,Illinois,263
2018,36,New York,2
2018,36,Pennsylvania,307
2018,36,Texas,382
2018,36,Washington,12
2018,37,Arizona,355
2018,37,California,645
2018,37,Colorado,83
2018,37,Georgia,888
2018,37,Illinois,292
2018,37,New York,8
2018,37,Pennsylvania,395
2018,37,Texas,449
2018,37,Washington,17
2018,38,Arizona,286
2018,38,California,555
2018,38,Colorado,80
2018,38,Georgia,844
2018,38,Illinois,334
2018,38,New York,11
2018,38,Pennsylvania,505
2018,38,Texas,465
2018,38,Washington,20
2018,39,Arizona,224
2018,39,California,546
2018,39,Colorado,64
2018,39,Georgia,856
2018,39,Illinois,272
2018,39,New York,26
2018,39,Pennsylvania,568
2018,39,Texas,561
2018,39,Washington,11
2018,40,Arizona,307
2018,40,California,698
2018,40,Colorado,843
2018,40,Georgia,1850
2018,40,Illinois,394
2018,40,New York,623
2018,40,Pennsylvania,536
2018,40,Texas,730
2018,40,Washington,24
2018,41,Arizona,288
2018,41,California,598
2018,41,Colorado,978
2018,41,Georgia,1830
2018,41,Illinois,493
2018,41,New York,661
2018,41,Pennsylvania,639
2018,41,Texas,589
2018,41,Washington,37
2018,42,Arizona,332
2018,42,California,691
2018,42,Colorado,1042
2018,42,Georgia,2067
2018,42,Illinois,518
2018,42,New York,706
2018,42,Pennsylvania,610
2018,42,Texas,607
2018,42,Washington,21
2018,43,Arizona,257
2018,43,California,753
2018,43,Colorado,944
2018,43,Georgia,2338
2018,43,Illinois,579
2018,43,New York,700
2018,43,Pennsylvania,652
2018,43,Texas,761
2018,43,Washington,31
2018,44,Arizona,407
2018,44,California,875
2018,44,Colorado,1073
2018,44,Georgia,2626
2018,44,Illinois,656
2018,44,New York,786
2018,44,Pennsylvania,676
2018,44,Texas,831
2018,44,Washington,27
2018,45,Arizona,424
2018,45,California,944
2018,45,Colorado,1120
2018,45,Georgia,2745
2018,45,Illinois,632
2018,45,New York,710
2018,45,Pennsylvania,731
2018,45,Texas,945
2018,45,Washington,30
2018,46,Arizona,363
2018,46,California,943
2018,46,Colorado,1160
2018,46,Georgia,2888
2018,46,Illinois,649
2018,46,New York,659
2018,46,Pennsylvania,675
2018,46,Texas,973
2018,46,Washington,29
2018,47,Arizona,434
2018,47,California,719
2018,47,Colorado,986
2018,47,Georgia,3230
2018,47,Illinois,627
2018,47,New York,742
2018,47,Pennsylvania,663
2018,47,Texas,806
2018,47,Washington,30
2018,48,Arizona,552
2018,48,California,1177
2018,48,Colorado,1492
2018,48,Georgia,3378
2018,48,Illinois,732
2018,48,New York,828
2018,48,Pennsylvania,1074
2018,48,Texas,1104
2018,48,Washington,40
2018,49,Arizona,525
2018,49,California,1206
2018,49,Colorado,1606
2018,49,Georgia,3182
2018,49,Illinois,788
2018,49,New York,892
2018,49,Pennsylvania,811
2018,49,Texas,1017
2018,49,Washington,33
2018,50,Arizona,622
2018,50,California,1356
2018,50,Colorado,2122
2018,50,Georgia,4258
2018,50,Illinois,854
2018,50,New York,1172
2018,50,Pennsylvania,958
2018,50,Texas,1148
2018,50,Washington,41
2018,51,Arizona,547
2018,51,California,1288
2018,51,Colorado,2571
2018,51,Georgia,5436
2018,51,Illinois,987
2018,51,New York,1427
2018,51,Pennsylvania,1092
2018,51,Texas,1255
2018,51,Washington,39
2018,52,Arizona,567
2018,52,California,935
2018,52,Colorado,2608
2018,52,Georgia,5994
2018,52,Illinois,1339
2018,52,New York,1757
2018,52,Pennsylvania,1442
2018,52,Texas,1317
2018,52,Washington,45
